,Virus,Subtype,clade,genotype,day,Sample,sample_time,ferret,PFU,RNA,AUC_PFU,AUC_RNA,trans,trans_cat,trans_3cat,PFU_unlog,RNA_unlog,RBS,RBS_cat
326,CO137,H5N1,2.3.4.4b,B3.13,d1,SPOT,60min,4684,0,5.560971433,0.585405066,5.546027626,0,non-transmissible,Non-transmissible,,,0,A
327,CO137,H5N1,2.3.4.4b,B3.13,d1,SPOT,60min,4685,0,4.288923891,0.534159756,4.846859926,0,non-transmissible,Non-transmissible,,,0,A
328,CO137,H5N1,2.3.4.4b,B3.13,d1,NIOSH,60min,4683,0.115393419,4.90099477,1.613703972,6.440793405,0,non-transmissible,Non-transmissible,,,0,A
329,CO137,H5N1,2.3.4.4b,B3.13,d1,NIOSH,60min,4684,0.416423414,4.677494679,1.524359832,6.162778324,0,non-transmissible,Non-transmissible,,,0,A
330,CO137,H5N1,2.3.4.4b,B3.13,d1,NIOSH,60min,4685,0.768605932,5.168568626,1.090250383,5.467524466,0,non-transmissible,Non-transmissible,,,0,A
331,CO137,H5N1,2.3.4.4b,B3.13,d1,NW,,4683,6.397940009,9.403277538,6.781755375,10.12128524,0,non-transmissible,Non-transmissible,,,0,A
332,CO137,H5N1,2.3.4.4b,B3.13,d1,NW,,4684,5.278753601,8.929506599,6.739967697,10.1269773,0,non-transmissible,Non-transmissible,,,0,A
333,CO137,H5N1,2.3.4.4b,B3.13,d1,NW,,4685,6,9.562919298,6.812913357,9.875176331,0,non-transmissible,Non-transmissible,,,0,A
334,CO137,H5N1,2.3.4.4b,B3.13,d2,SPOT,60min,4683,0,5.27293861,1.131517363,5.268339997,0,non-transmissible,Non-transmissible,,,0,A
335,CO137,H5N1,2.3.4.4b,B3.13,d2,SPOT,60min,4684,0.680287729,5.71539414,0.585405066,5.546027626,0,non-transmissible,Non-transmissible,,,0,A
336,CO137,H5N1,2.3.4.4b,B3.13,d2,SPOT,60min,4685,1.203166475,5.489317628,0.534159756,4.846859926,0,non-transmissible,Non-transmissible,,,0,A
337,CO137,H5N1,2.3.4.4b,B3.13,d2,NIOSH,60min,4683,0,4.66132529,1.613703972,6.440793405,0,non-transmissible,Non-transmissible,,,0,A
338,CO137,H5N1,2.3.4.4b,B3.13,d2,NIOSH,60min,4684,0.330993219,5.652025877,1.524359832,6.162778324,0,non-transmissible,Non-transmissible,,,0,A
339,CO137,H5N1,2.3.4.4b,B3.13,d2,NIOSH,60min,4685,1.273001272,5.642922133,1.090250383,5.467524466,0,non-transmissible,Non-transmissible,,,0,A
340,CO137,H5N1,2.3.4.4b,B3.13,d2,NW,,4683,6.176091259,9.825613033,6.781755375,10.12128524,0,non-transmissible,Non-transmissible,,,0,A
341,CO137,H5N1,2.3.4.4b,B3.13,d2,NW,,4684,6.380211242,9.900360926,6.739967697,10.1269773,0,non-transmissible,Non-transmissible,,,0,A
342,CO137,H5N1,2.3.4.4b,B3.13,d2,NW,,4685,7.079181246,10.05494635,6.812913357,9.875176331,0,non-transmissible,Non-transmissible,,,0,A
343,CO137,H5N1,2.3.4.4b,B3.13,d3,SPOT,60min,4683,1.106256462,4.632901279,1.131517363,5.268339997,0,non-transmissible,Non-transmissible,,,0,A
344,CO137,H5N1,2.3.4.4b,B3.13,d3,SPOT,60min,4684,0.923524585,5.377098985,0.585405066,5.546027626,0,non-transmissible,Non-transmissible,,,0,A
345,CO137,H5N1,2.3.4.4b,B3.13,d3,NIOSH,60min,4683,1.907785108,6.728127882,1.613703972,6.440793405,0,non-transmissible,Non-transmissible,,,0,A
346,CO137,H5N1,2.3.4.4b,B3.13,d3,NIOSH,60min,4684,1.77815125,6.293207987,1.524359832,6.162778324,0,non-transmissible,Non-transmissible,,,0,A
347,CO137,H5N1,2.3.4.4b,B3.13,d3,NW,,4683,6.819543936,10.02228811,6.781755375,10.12128524,0,non-transmissible,Non-transmissible,,,0,A
348,CO137,H5N1,2.3.4.4b,B3.13,d3,NW,,4684,6.77815125,10.00182837,6.739967697,10.1269773,0,non-transmissible,Non-transmissible,,,0,A
349,NE14,H1N1,H1,H1,d1,SPOT,30min,6775,0.544067982,2.860809727,1.857061751,4.487067836,1,transmissible,High-transmissible,,,1,D
350,NE14,H1N1,H1,H1,d1,SPOT,30min,6051,1.479827086,3.328656165,1.216951394,4.580449148,1,transmissible,High-transmissible,,,1,D
351,NE14,H1N1,H1,H1,d1,NIOSH,60min,6775,1.229336771,3.989731785,2.402354849,5.969141318,1,transmissible,High-transmissible,,,1,D
352,NE14,H1N1,H1,H1,d1,NIOSH,60min,6051,1.332877363,3.972837807,2.615080501,6.844343403,1,transmissible,High-transmissible,,,1,D
353,NE14,H1N1,H1,H1,d1,NIOSH,30min,6775,1.319513401,3.91490069,2.402354849,5.969141318,1,transmissible,High-transmissible,,,1,D
354,NE14,H1N1,H1,H1,d1,NIOSH,30min,6051,1.683595143,4.191951661,2.615080501,6.844343403,1,transmissible,High-transmissible,,,1,D
355,NE14,H1N1,H1,H1,d1,NW,,6775,7.491361694,10.54387567,7.255272505,10.4700395,1,transmissible,High-transmissible,,,1,D
356,NE14,H1N1,H1,H1,d1,NW,,6051,8.079181246,10.8572932,7.786928794,10.65772886,1,transmissible,High-transmissible,,,1,D
357,NE14,H1N1,H1,H1,d2,SPOT,30min,6775,0.555063367,4.222101488,1.857061751,4.487067836,1,transmissible,High-transmissible,,,1,D
358,NE14,H1N1,H1,H1,d2,SPOT,30min,6051,1.224554581,4.926024089,1.216951394,4.580449148,1,transmissible,High-transmissible,,,1,D
359,NE14,H1N1,H1,H1,d2,NIOSH,60min,6775,1.42714728,5.095589511,2.402354849,5.969141318,1,transmissible,High-transmissible,,,1,D
360,NE14,H1N1,H1,H1,d2,NIOSH,60min,6051,2.287119872,5.653571951,2.615080501,6.844343403,1,transmissible,High-transmissible,,,1,D
361,NE14,H1N1,H1,H1,d2,NIOSH,30min,6775,1.88624543,5.415166626,2.402354849,5.969141318,1,transmissible,High-transmissible,,,1,D
362,NE14,H1N1,H1,H1,d2,NIOSH,30min,6051,2.695177015,7.11355016,2.615080501,6.844343403,1,transmissible,High-transmissible,,,1,D
363,NE14,H1N1,H1,H1,d2,NW,,6775,6,10.04962117,7.255272505,10.4700395,1,transmissible,High-transmissible,,,1,D
364,NE14,H1N1,H1,H1,d2,NW,,6051,6,9.946208103,7.786928794,10.65772886,1,transmissible,High-transmissible,,,1,D
365,NE14,H1N1,H1,H1,d3,SPOT,30min,6775,2.51203175,5.038082834,1.857061751,4.487067836,1,transmissible,High-transmissible,,,1,D
366,NE14,H1N1,H1,H1,d3,SPOT,30min,6051,1.119799035,3.832356459,1.216951394,4.580449148,1,transmissible,High-transmissible,,,1,D
367,NE14,H1N1,H1,H1,d3,NIOSH,60min,6775,2.099920732,5.452963821,2.402354849,5.969141318,1,transmissible,High-transmissible,,,1,D
368,NE14,H1N1,H1,H1,d3,NIOSH,60min,6051,0.513333427,6.011724107,2.615080501,6.844343403,1,transmissible,High-transmissible,,,1,D
369,NE14,H1N1,H1,H1,d3,NIOSH,30min,6775,2.805589499,6.423968984,2.402354849,5.969141318,1,transmissible,High-transmissible,,,1,D
370,NE14,H1N1,H1,H1,d3,NIOSH,30min,6051,2.294370366,4.339599258,2.615080501,6.844343403,1,transmissible,High-transmissible,,,1,D
371,NE14,H1N1,H1,H1,d3,NW,,6775,6.477121255,9.21065294,7.255272505,10.4700395,1,transmissible,High-transmissible,,,1,D
372,NE14,H1N1,H1,H1,d3,NW,,6051,5.653212514,9.106282212,7.786928794,10.65772886,1,transmissible,High-transmissible,,,1,D
373,NE14,H1N1,H1,H1,d5,SPOT,30min,6775,1.131887535,5.07899915,1.857061751,4.487067836,1,transmissible,High-transmissible,,,1,D
374,NE14,H1N1,H1,H1,d5,SPOT,30min,6051,1.705918802,4.02438574,1.216951394,4.580449148,1,transmissible,High-transmissible,,,1,D
375,NE14,H1N1,H1,H1,d5,NIOSH,30min,6775,2.314050506,6.973353231,2.402354849,5.969141318,1,transmissible,High-transmissible,,,1,D
376,NE14,H1N1,H1,H1,d5,NIOSH,30min,6051,2.12399359,6.315731721,2.615080501,6.844343403,1,transmissible,High-transmissible,,,1,D
377,NE14,H1N1,H1,H1,d5,NW,,6775,5.267171728,8.782837214,7.255272505,10.4700395,1,transmissible,High-transmissible,,,1,D
378,NE14,H1N1,H1,H1,d5,NW,,6051,5.079181246,8.907598486,7.786928794,10.65772886,1,transmissible,High-transmissible,,,1,D
1,AL/39,,,,d1,NW,2h_ cage,F1,6.5,7.25,6.693776,7.499503,0.6666667,transmissible,Low-transmissible,3.16E+06,1.78E+07,1,D
2,AL/39,,,,d1,NW,2h_ cage,F2,7.25,6.87,7.263521,7.326683,0.6666667,transmissible,Low-transmissible,1.78E+07,7.41E+06,1,D
3,AL/39,,,,d1,NW,2h_ cage,F3,7.5,8.81,7.541393,8.884161,0.6666667,transmissible,Low-transmissible,3.16E+07,6.46E+08,1,D
4,AL/39,,,,d3,NW,2h_ cage,F1,6.25,7.14,6.693776,7.499503,0.6666667,transmissible,Low-transmissible,1.78E+06,1.38E+07,1,D
5,AL/39,,,,d3,NW,2h_ cage,F2,5.75,7.14,7.263521,7.326683,0.6666667,transmissible,Low-transmissible,5.62E+05,1.38E+07,1,D
6,AL/39,,,,d3,NW,2h_ cage,F3,6.5,8.08,7.541393,8.884161,0.6666667,transmissible,Low-transmissible,3.16E+06,1.20E+08,1,D
7,AL/39,,,,d5,NW,2h_ cage,F1,8.25,8.44,6.693776,7.499503,0.6666667,transmissible,Low-transmissible,1.78E+08,2.75E+08,1,D
8,AL/39,,,,d5,NW,2h_ cage,F2,7.25,7.85,7.263521,7.326683,0.6666667,transmissible,Low-transmissible,1.78E+07,7.08E+07,1,D
9,AL/39,,,,d5,NW,2h_ cage,F3,7.5,8.02,7.541393,8.884161,0.6666667,transmissible,Low-transmissible,3.16E+07,1.05E+08,1,D
10,CA18,,,,d1,NW,2h_ cage,F1,5.75,5.4,5.943776,6.004221,0,non-transmissible,Non-transmissible,5.62E+05,2.51E+05,0,A
11,CA18,,,,d1,NW,2h_ cage,F2,4.25,5.05,6.502435,6.146268,0,non-transmissible,Non-transmissible,1.78E+04,1.12E+05,0,A
12,CA18,,,,d1,NW,2h_ cage,F3,4.5,4.46,4.80103,5.528749,0,non-transmissible,Non-transmissible,3.16E+04,2.88E+04,0,A
13,CA18,,,,d3,NW,2h_ cage,F1,5.5,5.88,5.943776,6.004221,0,non-transmissible,Non-transmissible,3.16E+05,7.59E+05,0,A
14,CA18,,,,d3,NW,2h_ cage,F2,6.5,6.11,6.502435,6.146268,0,non-transmissible,Non-transmissible,3.16E+06,1.29E+06,0,A
15,CA18,,,,d3,NW,2h_ cage,F3,4.5,5.49,4.80103,5.528749,0,non-transmissible,Non-transmissible,3.16E+04,3.09E+05,0,A
16,CA62,,,,d1,NW,2h_ cage,F1,5.43,7.21,6.167736,8.48376,0.3333333,transmissible,Low-transmissible,2.69E+05,1.62E+07,1,D
17,CA62,,,,d1,NW,2h_ cage,F2,5.9,7.89,6.054296,8.21149,0.3333333,transmissible,Low-transmissible,7.94E+05,7.76E+07,1,D
18,CA62,,,,d1,NW,2h_ cage,F3,5.54,6.97,5.744814,8.075475,0.3333333,transmissible,Low-transmissible,3.47E+05,9.33E+06,1,D
19,CA62,,,,d3,NW,2h_ cage,F1,6.08,8.46,6.167736,8.48376,0.3333333,transmissible,Low-transmissible,1.20E+06,2.88E+08,1,D
20,CA62,,,,d3,NW,2h_ cage,F2,5.53,7.93,6.054296,8.21149,0.3333333,transmissible,Low-transmissible,3.39E+05,8.51E+07,1,D
21,CA62,,,,d3,NW,2h_ cage,F3,5.32,8.04,5.744814,8.075475,0.3333333,transmissible,Low-transmissible,2.09E+05,1.10E+08,1,D
22,CA62,,,,d5,NW,2h_ cage,F1,5.38,7.43,6.167736,8.48376,0.3333333,transmissible,Low-transmissible,2.40E+05,2.69E+07,1,D
23,CA62,,,,d5,NW,2h_ cage,F2,6.34,8.06,6.054296,8.21149,0.3333333,transmissible,Low-transmissible,2.19E+06,1.15E+08,1,D
24,CA62,,,,d5,NW,2h_ cage,F3,5.18,7.12,5.744814,8.075475,0.3333333,transmissible,Low-transmissible,1.51E+05,1.32E+07,1,D
25,dkBg,,,,d1,NW,2h_ cage,F1,2.5,3.3,3.77376,3.89673,0,non-transmissible,Non-transmissible,3.16E+02,2.00E+03,0,A
26,dkBg,,,,d1,NW,2h_ cage,F2,2.5,4.43,2.943776,6.841686,0,non-transmissible,Non-transmissible,3.16E+02,2.69E+04,0,A
27,dkBg,,,,d1,NW,2h_ cage,F3,2.5,4.48,3.541393,5.858556,0,non-transmissible,Non-transmissible,3.16E+02,3.02E+04,0,A
28,dkBg,,,,d3,NW,2h_ cage,F1,3.75,3.77,3.77376,3.89673,0,non-transmissible,Non-transmissible,5.62E+03,5.89E+03,0,A
29,dkBg,,,,d3,NW,2h_ cage,F2,2.75,6.84,2.943776,6.841686,0,non-transmissible,Non-transmissible,5.62E+02,6.92E+06,0,A
30,dkBg,,,,d3,NW,2h_ cage,F3,3.5,5.84,3.541393,5.858556,0,non-transmissible,Non-transmissible,3.16E+03,6.92E+05,0,A
31,ID07,,,,d1,NW,2h_ cage,F1,6.021189,9.41,6.028164,9.410704,1,transmissible,High-transmissible,1.05E+06,2.57E+09,2,H
32,ID07,,,,d1,NW,2h_ cage,F2,6.53,9.29,6.557921,9.291766,1,transmissible,High-transmissible,3.39E+06,1.95E+09,2,H
33,ID07,,,,d1,NW,2h_ cage,F3,5.81,9,5.826954,9.003854,1,transmissible,High-transmissible,6.46E+05,1.00E+09,2,H
34,ID07,,,,d3,NW,2h_ cage,F1,4.230449,6.62,6.028164,9.410704,1,transmissible,High-transmissible,1.70E+04,4.17E+06,2,H
35,ID07,,,,d3,NW,2h_ cage,F2,5.352183,6.9,6.557921,9.291766,1,transmissible,High-transmissible,2.25E+05,7.94E+06,2,H
36,ID07,,,,d3,NW,2h_ cage,F3,4.41,6.95,5.826954,9.003854,1,transmissible,High-transmissible,2.57E+04,8.91E+06,2,H
37,ID07,,,,d5,NW,2h_ cage,F1,4.041393,7.25,6.028164,9.410704,1,transmissible,High-transmissible,1.10E+04,1.78E+07,2,H
38,ID07,,,,d5,NW,2h_ cage,F2,3.845098,6.6,6.557921,9.291766,1,transmissible,High-transmissible,7.00E+03,3.98E+06,2,H
39,ID07,,,,d5,NW,2h_ cage,F3,3.69,8.05,5.826954,9.003854,1,transmissible,High-transmissible,4.90E+03,1.12E+08,2,H
40,MI288,,,,d1,NW,2h_ cage,F1,7.32,9.93,7.330295,9.946205,1,transmissible,High-transmissible,2.09E+07,8.51E+09,2,H
41,MI288,,,,d1,NW,2h_ cage,F2,7.59,8.74,7.593358,8.802537,1,transmissible,High-transmissible,3.89E+07,5.50E+08,2,H
42,MI288,,,,d1,NW,2h_ cage,F3,7.92,9.01,7.951057,9.06039,1,transmissible,High-transmissible,8.32E+07,1.02E+09,2,H
43,MI288,,,,d3,NW,2h_ cage,F1,5.7,8.51,7.330295,9.946205,1,transmissible,High-transmissible,5.01E+05,3.24E+08,2,H
44,MI288,,,,d3,NW,2h_ cage,F2,5.48,7.93,7.593358,8.802537,1,transmissible,High-transmissible,3.02E+05,8.51E+07,2,H
45,MI288,,,,d3,NW,2h_ cage,F3,6.79,8.1,7.951057,9.06039,1,transmissible,High-transmissible,6.17E+06,1.26E+08,2,H
46,MI288,,,,d5,NW,2h_ cage,F1,5.23,8.39,7.330295,9.946205,1,transmissible,High-transmissible,1.70E+05,2.45E+08,2,H
47,MI288,,,,d5,NW,2h_ cage,F2,5.75,7.55,7.593358,8.802537,1,transmissible,High-transmissible,5.62E+05,3.55E+07,2,H
48,MI288,,,,d5,NW,2h_ cage,F3,5.68,7.6,7.951057,9.06039,1,transmissible,High-transmissible,4.79E+05,3.98E+07,2,H
49,MI45,,,,d1,NW,2h_ cage,F1,6.462398,9.58,6.475671,9.590063,1,transmissible,High-transmissible,2.90E+06,3.80E+09,2,H
50,MI45,,,,d1,NW,2h_ cage,F2,6.954243,9.45,6.986772,9.457148,1,transmissible,High-transmissible,9.00E+06,2.82E+09,2,H
51,MI45,,,,d1,NW,2h_ cage,F3,7.342423,9.75,7.361728,9.762921,1,transmissible,High-transmissible,2.20E+07,5.62E+09,2,H
52,MI45,,,,d3,NW,2h_ cage,F1,4.954243,7.95,6.475671,9.590063,1,transmissible,High-transmissible,9.00E+04,8.91E+07,2,H
53,MI45,,,,d3,NW,2h_ cage,F2,5.845098,7.67,6.986772,9.457148,1,transmissible,High-transmissible,7.00E+05,4.68E+07,2,H
54,MI45,,,,d3,NW,2h_ cage,F3,6,8.23,7.361728,9.762921,1,transmissible,High-transmissible,1.00E+06,1.70E+08,2,H
55,MI45,,,,d5,NW,2h_ cage,F1,5.267172,7.68,6.475671,9.590063,1,transmissible,High-transmissible,1.85E+05,4.79E+07,2,H
56,MI45,,,,d5,NW,2h_ cage,F2,5,7.96,6.986772,9.457148,1,transmissible,High-transmissible,1.00E+05,9.12E+07,2,H
57,MI45,,,,d5,NW,2h_ cage,F3,4.332438,7.59,7.361728,9.762921,1,transmissible,High-transmissible,2.15E+04,3.89E+07,2,H
58,MN45,,,,d1,NW,2h_ cage,F1,5.851258,7.95,6.206826,9.046268,1,transmissible,High-transmissible,7.10E+05,8.91E+07,2,H
59,MN45,,,,d1,NW,2h_ cage,F2,6.322219,8.02,6.33646,9.398556,1,transmissible,High-transmissible,2.10E+06,1.05E+08,2,H
60,MN45,,,,d1,NW,2h_ cage,F3,7.371068,9.2,7.372415,9.254956,1,transmissible,High-transmissible,2.35E+07,1.58E+09,2,H
61,MN45,,,,d3,NW,2h_ cage,F1,5.954243,9.01,6.206826,9.046268,1,transmissible,High-transmissible,9.00E+05,1.02E+09,2,H
62,MN45,,,,d3,NW,2h_ cage,F2,4.845098,9.38,6.33646,9.398556,1,transmissible,High-transmissible,7.00E+04,2.40E+09,2,H
63,MN45,,,,d3,NW,2h_ cage,F3,4.863323,8.33,7.372415,9.254956,1,transmissible,High-transmissible,7.30E+04,2.14E+08,2,H
64,MN45,,,,d5,NW,2h_ cage,F1,6.060698,8.7,6.206826,9.046268,1,transmissible,High-transmissible,1.15E+06,5.01E+08,2,H
65,MN45,,,,d5,NW,2h_ cage,F2,6.39794,8.27,6.33646,9.398556,1,transmissible,High-transmissible,2.50E+06,1.86E+08,2,H
66,MN45,,,,d5,NW,2h_ cage,F3,5.190332,8.1,7.372415,9.254956,1,transmissible,High-transmissible,1.55E+05,1.26E+08,2,H
67,MN45,,,,d7,NW,2h_ cage,F1,1,6.79,6.206826,9.046268,1,transmissible,High-transmissible,1.00E+01,6.17E+06,2,H
68,MN45,,,,d7,NW,2h_ cage,F2,1,5.9,6.33646,9.398556,1,transmissible,High-transmissible,1.00E+01,7.94E+05,2,H
69,MN45,,,,d7,NW,2h_ cage,F3,1,6.83,7.372415,9.254956,1,transmissible,High-transmissible,1.00E+01,6.76E+06,2,H
70,MN45,,,,d9,NW,2h_ cage,F1,1,6.16,6.206826,9.046268,1,transmissible,High-transmissible,1.00E+01,1.45E+06,2,H
71,MN45,,,,d9,NW,2h_ cage,F2,1,5.93,6.33646,9.398556,1,transmissible,High-transmissible,1.00E+01,8.51E+05,2,H
72,MN45,,,,d9,NW,2h_ cage,F3,1,7.03,7.372415,9.254956,1,transmissible,High-transmissible,1.00E+01,1.07E+07,2,H
73,NE/14,,,,d1,NW,2h_ cage,F1,7.954243,10.1,7.959757,10.104034,1,transmissible,High-transmissible,9.00E+07,1.26E+10,1,D
74,NE/14,,,,d1,NW,2h_ cage,F2,7.778151,10,7.779019,10.004629,1,transmissible,High-transmissible,6.00E+07,1.00E+10,1,D
75,NE/14,,,,d1,NW,2h_ cage,F3,7.537819,9.74,7.539327,9.748197,1,transmissible,High-transmissible,3.45E+07,5.50E+09,1,D
76,NE/14,,,,d3,NW,2h_ cage,F1,6.060698,8.07,7.959757,10.104034,1,transmissible,High-transmissible,1.15E+06,1.17E+08,1,D
77,NE/14,,,,d3,NW,2h_ cage,F2,5.079181,8.03,7.779019,10.004629,1,transmissible,High-transmissible,1.20E+05,1.07E+08,1,D
78,NE/14,,,,d3,NW,2h_ cage,F3,5.079181,8.02,7.539327,9.748197,1,transmissible,High-transmissible,1.20E+05,1.05E+08,1,D
79,NE/14,,,,d5,NW,2h_ cage,F1,3.477121,7.63,7.959757,10.104034,1,transmissible,High-transmissible,3.00E+03,4.27E+07,1,D
80,NE/14,,,,d5,NW,2h_ cage,F2,5.267172,7.69,7.779019,10.004629,1,transmissible,High-transmissible,1.85E+05,4.90E+07,1,D
81,NE/14,,,,d5,NW,2h_ cage,F3,5.079181,7.66,7.539327,9.748197,1,transmissible,High-transmissible,1.20E+05,4.57E+07,1,D
82,OH02,,,,d1,NW,2h_ cage,F1,4.69897,6.21,5.4843,8.234128,0,non-transmissible,Non-transmissible,5.00E+04,1.62E+06,2,H
83,OH02,,,,d1,NW,2h_ cage,F2,5.113943,7.37,5.311754,8.115924,0,non-transmissible,Non-transmissible,1.30E+05,2.34E+07,2,H
84,OH02,,,,d1,NW,2h_ cage,F3,5.322219,7.37,5.550228,8.182606,0,non-transmissible,Non-transmissible,2.10E+05,2.34E+07,2,H
85,OH02,,,,d3,NW,2h_ cage,F1,5.40654,8.23,5.4843,8.234128,0,non-transmissible,Non-transmissible,2.55E+05,1.70E+08,2,H
86,OH02,,,,d3,NW,2h_ cage,F2,4.875061,8.03,5.311754,8.115924,0,non-transmissible,Non-transmissible,7.50E+04,1.07E+08,2,H
87,OH02,,,,d3,NW,2h_ cage,F3,5.161368,8.11,5.550228,8.182606,0,non-transmissible,Non-transmissible,1.45E+05,1.29E+08,2,H
88,OH02,,,,d5,NW,2h_ cage,F1,5.217484,7.7,5.4843,8.234128,0,non-transmissible,Non-transmissible,1.65E+05,5.01E+07,2,H
89,OH02,,,,d5,NW,2h_ cage,F2,5.130334,8.04,5.311754,8.115924,0,non-transmissible,Non-transmissible,1.35E+05,1.10E+08,2,H
90,OH02,,,,d5,NW,2h_ cage,F3,4.778151,7.72,5.550228,8.182606,0,non-transmissible,Non-transmissible,6.00E+04,5.25E+07,2,H
91,OH02,,,,d7,NW,2h_ cage,F1,1,6.37,5.4843,8.234128,0,non-transmissible,Non-transmissible,1.00E+01,2.34E+06,2,H
92,OH02,,,,d7,NW,2h_ cage,F2,1,5.74,5.311754,8.115924,0,non-transmissible,Non-transmissible,1.00E+01,5.50E+05,2,H
93,OH02,,,,d7,NW,2h_ cage,F3,1,6.48,5.550228,8.182606,0,non-transmissible,Non-transmissible,1.00E+01,3.02E+06,2,H
94,OH02,,,,d9,NW,2h_ cage,F1,1,5.64,5.4843,8.234128,0,non-transmissible,Non-transmissible,1.00E+01,4.37E+05,2,H
95,OH02,,,,d9,NW,2h_ cage,F2,1,5.16,5.311754,8.115924,0,non-transmissible,Non-transmissible,1.00E+01,1.45E+05,2,H
96,OH02,,,,d9,NW,2h_ cage,F3,1,3.56,5.550228,8.182606,0,non-transmissible,Non-transmissible,1.00E+01,3.63E+03,2,H
97,OH09,,,,d1,NW,2h_ cage,F1,7,8.85,7.002922,8.881057,0.3333333,transmissible,Low-transmissible,1.00E+07,7.08E+08,1,D
98,OH09,,,,d1,NW,2h_ cage,F2,7.041393,9.11,7.044285,9.11898,0.3333333,transmissible,Low-transmissible,1.10E+07,1.29E+09,1,D
99,OH09,,,,d1,NW,2h_ cage,F3,6.041393,8.03,6.064458,8.436339,0.3333333,transmissible,Low-transmissible,1.10E+06,1.07E+08,1,D
100,OH09,,,,d3,NW,2h_ cage,F1,4.829304,7.72,7.002922,8.881057,0.3333333,transmissible,Low-transmissible,6.75E+04,5.25E+07,1,D
101,OH09,,,,d3,NW,2h_ cage,F2,4.866287,7.43,7.044285,9.11898,0.3333333,transmissible,Low-transmissible,7.35E+04,2.69E+07,1,D
102,OH09,,,,d3,NW,2h_ cage,F3,4.778151,8.22,6.064458,8.436339,0.3333333,transmissible,Low-transmissible,6.00E+04,1.66E+08,1,D
103,OH09,,,,d5,NW,2h_ cage,F1,4.681241,7.69,7.002922,8.881057,0.3333333,transmissible,Low-transmissible,4.80E+04,4.90E+07,1,D
104,OH09,,,,d5,NW,2h_ cage,F2,4.720159,7.71,7.044285,9.11898,0.3333333,transmissible,Low-transmissible,5.25E+04,5.13E+07,1,D
105,OH09,,,,d5,NW,2h_ cage,F3,4.658011,7.82,6.064458,8.436339,0.3333333,transmissible,Low-transmissible,4.55E+04,6.61E+07,1,D
106,OH09,,,,d7,NW,2h_ cage,F1,1,5.92,7.002922,8.881057,0.3333333,transmissible,Low-transmissible,1.00E+01,8.32E+05,1,D
107,OH09,,,,d7,NW,2h_ cage,F2,1,5,7.044285,9.11898,0.3333333,transmissible,Low-transmissible,1.00E+01,1.00E+05,1,D
108,OH09,,,,d7,NW,2h_ cage,F3,1,4.71,6.064458,8.436339,0.3333333,transmissible,Low-transmissible,1.00E+01,5.13E+04,1,D
109,OH09,,,,d9,NW,2h_ cage,F1,1,5.25,7.002922,8.881057,0.3333333,transmissible,Low-transmissible,1.00E+01,1.78E+05,1,D
110,OH09,,,,d9,NW,2h_ cage,F2,1,4.59,7.044285,9.11898,0.3333333,transmissible,Low-transmissible,1.00E+01,3.89E+04,1,D
111,OH09,,,,d9,NW,2h_ cage,F3,1,5.13,6.064458,8.436339,0.3333333,transmissible,Low-transmissible,1.00E+01,1.35E+05,1,D
112,OH24,,,,d1,NW,2h_ cage,F1,5.23,7.74,5.277203,8.216435,0.3333333,transmissible,Low-transmissible,1.70E+05,5.50E+07,1,D
113,OH24,,,,d1,NW,2h_ cage,F2,3.1,6.03,3.862401,7.6018,0.3333333,transmissible,Low-transmissible,1.26E+03,1.07E+06,1,D
114,OH24,,,,d1,NW,2h_ cage,F3,5.65,8.51,5.669411,8.742474,0.3333333,transmissible,Low-transmissible,4.47E+05,3.24E+08,1,D
115,OH24,,,,d3,NW,2h_ cage,F1,4.29,8.04,5.277203,8.216435,0.3333333,transmissible,Low-transmissible,1.95E+04,1.10E+08,1,D
116,OH24,,,,d3,NW,2h_ cage,F2,3.78,7.59,3.862401,7.6018,0.3333333,transmissible,Low-transmissible,6.03E+03,3.89E+07,1,D
117,OH24,,,,d3,NW,2h_ cage,F3,4.31,8.36,5.669411,8.742474,0.3333333,transmissible,Low-transmissible,2.04E+04,2.29E+08,1,D
118,OH24,,,,d5,NW,2h_ cage,F1,4.32,8.19,5.277203,8.216435,0.3333333,transmissible,Low-transmissible,2.09E+04,1.55E+08,1,D
119,OH24,,,,d5,NW,2h_ cage,F2,4.63,8.39,3.862401,7.6018,0.3333333,transmissible,Low-transmissible,4.27E+04,2.45E+08,1,D
120,OH24,,,,d5,NW,2h_ cage,F3,4.45,7.64,5.669411,8.742474,0.3333333,transmissible,Low-transmissible,2.82E+04,4.37E+07,1,D
121,SI26221,,,,d1,NW,2h_ cage,F1,5.5,5.65,6.77376,7.852732,0,non-transmissible,Non-transmissible,3.16E+05,4.47E+05,0,A
122,SI26221,,,,d1,NW,2h_ cage,F2,4.5,4.95,6.504321,7.890498,0,non-transmissible,Non-transmissible,3.16E+04,8.91E+04,0,A
123,SI26221,,,,d1,NW,2h_ cage,F3,4.75,5.94,5.791393,7.904736,0,non-transmissible,Non-transmissible,5.62E+04,8.71E+05,0,A
124,SI26221,,,,d3,NW,2h_ cage,F1,6.75,7.85,6.77376,7.852732,0,non-transmissible,Non-transmissible,5.62E+06,7.08E+07,0,A
125,SI26221,,,,d3,NW,2h_ cage,F2,6.5,7.89,6.504321,7.890498,0,non-transmissible,Non-transmissible,3.16E+06,7.76E+07,0,A
